Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
btc.btc,900,696,426,900,0.5672,0.5814,0.6469,0.4733,0.4733
btn.btc,900,696,397,900,0.5414,0.5488,0.6137,0.4411,0.4411
bnc.btc,900,696,404,900,0.5581,0.5719,0.6155,0.4489,0.4489
atc.btc,900,696,402,900,0.5404,0.5446,0.6145,0.4467,0.4467
atn.btc,900,696,395,900,0.5251,0.5380,0.6137,0.4389,0.4389
anc.btc,900,696,385,900,0.5359,0.5530,0.5924,0.4278,0.4278
ann.btc,900,696,366,900,0.5155,0.5227,0.5669,0.4067,0.4067
nnn.btn,900,696,276,900,0.3479,0.3321,0.4201,0.3067,0.3067
nnc.btn,900,696,390,900,0.5267,0.5281,0.5882,0.4333,0.4333
ntc.btn,900,696,415,900,0.5549,0.5554,0.6285,0.4611,0.4611
ntn.btn,900,696,363,900,0.4956,0.4958,0.5608,0.4033,0.4033
lnn.btn,900,696,349,900,0.4898,0.4924,0.5391,0.3878,0.3878
ltn.btn,900,696,398,900,0.5410,0.5516,0.6110,0.4422,0.4422
ltc.btn,900,696,436,900,0.5714,0.5855,0.6610,0.4844,0.4844
lnc.btn,900,696,410,900,0.5586,0.5670,0.6226,0.4556,0.4556
bnn.btn,900,696,361,900,0.5007,0.5023,0.5603,0.4011,0.4011
btc.btn,900,696,426,900,0.5672,0.5814,0.6469,0.4733,0.4733
btn.btn,900,696,397,900,0.5414,0.5488,0.6137,0.4411,0.4411
bnc.btn,900,696,404,900,0.5581,0.5719,0.6155,0.4489,0.4489
atc.btn,900,696,402,900,0.5404,0.5446,0.6145,0.4467,0.4467
atn.btn,900,696,395,900,0.5251,0.5380,0.6137,0.4389,0.4389
anc.btn,900,696,385,900,0.5359,0.5530,0.5924,0.4278,0.4278
ann.btn,900,696,366,900,0.5155,0.5227,0.5669,0.4067,0.4067
nnn.bnc,900,696,79,900,0.0889,0.0766,0.1122,0.0878,0.0878
nnc.bnc,900,696,238,900,0.3107,0.2719,0.3534,0.2644,0.2644
ntc.bnc,900,696,369,899,0.5106,0.5107,0.5595,0.4100,0.4108
ntn.bnc,900,696,276,900,0.3479,0.3321,0.4201,0.3067,0.3067
lnn.bnc,900,696,212,900,0.2612,0.2252,0.3162,0.2356,0.2356
ltn.bnc,900,696,349,900,0.4898,0.4924,0.5391,0.3878,0.3878
ltc.bnc,900,696,400,900,0.5518,0.5619,0.6067,0.4444,0.4444
lnc.bnc,900,696,296,900,0.4125,0.3880,0.4497,0.3289,0.3289
bnn.bnc,900,696,268,900,0.3346,0.3088,0.4088,0.2978,0.2978
btc.bnc,900,696,396,900,0.5437,0.5508,0.6000,0.4400,0.4400
btn.bnc,900,696,361,900,0.5007,0.5023,0.5603,0.4011,0.4011
bnc.bnc,900,696,298,900,0.4045,0.3764,0.4524,0.3311,0.3311
atc.bnc,900,696,378,900,0.5242,0.5243,0.5749,0.4200,0.4200
atn.bnc,900,696,366,900,0.5155,0.5227,0.5669,0.4067,0.4067
anc.bnc,900,696,284,900,0.3751,0.3486,0.4318,0.3156,0.3156
ann.bnc,900,696,289,900,0.3863,0.3789,0.4324,0.3211,0.3211
nnn.atc,900,696,275,900,0.3509,0.3354,0.4184,0.3056,0.3056
nnc.atc,900,696,392,900,0.5282,0.5313,0.5877,0.4356,0.4356
ntc.atc,900,696,414,900,0.5562,0.5610,0.6258,0.4600,0.4600
ntn.atc,900,696,366,900,0.4970,0.5019,0.5643,0.4067,0.4067
lnn.atc,900,696,350,900,0.4907,0.4893,0.5386,0.3889,0.3889
ltn.atc,900,696,400,900,0.5393,0.5501,0.6137,0.4444,0.4444
ltc.atc,900,696,436,900,0.5737,0.5884,0.6601,0.4844,0.4844
lnc.atc,900,696,415,900,0.5613,0.5713,0.6294,0.4611,0.4611
bnn.atc,900,696,360,900,0.4997,0.4977,0.5582,0.4000,0.4000
btc.atc,900,696,429,900,0.5692,0.5856,0.6519,0.4767,0.4767
btn.atc,900,696,396,900,0.5406,0.5467,0.6115,0.4400,0.4400
bnc.atc,900,696,406,900,0.5595,0.5711,0.6162,0.4511,0.4511
atc.atc,900,696,401,900,0.5423,0.5467,0.6120,0.4456,0.4456
atn.atc,900,696,392,900,0.5258,0.5415,0.6094,0.4356,0.4356
anc.atc,900,696,385,900,0.5364,0.5507,0.5907,0.4278,0.4278
ann.atc,900,696,366,900,0.5134,0.5214,0.5676,0.4067,0.4067
