Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
ltn.atc,3375,1837,727,3244,0.3733,0.3680,0.4616,0.2154,0.2400
ltc.atc,3375,1837,767,3205,0.4129,0.4102,0.4828,0.2273,0.2613
lnc.atc,3375,1837,772,3179,0.4249,0.4207,0.4859,0.2287,0.2719
bnn.atc,3375,1837,686,3251,0.3524,0.3408,0.4376,0.2033,0.2280
btc.atc,3375,1837,746,3208,0.3969,0.3936,0.4718,0.2210,0.2533
btn.atc,3375,1837,713,3233,0.3664,0.3582,0.4564,0.2113,0.2372
bnc.atc,3375,1837,770,3189,0.4167,0.4112,0.4851,0.2281,0.2707
atc.atc,3375,1837,677,3247,0.3590,0.3500,0.4360,0.2006,0.2253
atn.atc,3375,1837,666,3229,0.3586,0.3494,0.4335,0.1973,0.2286
anc.atc,3375,1837,709,3232,0.3832,0.3749,0.4548,0.2101,0.2391
ann.atc,3375,1837,684,3226,0.3678,0.3591,0.4382,0.2027,0.2355
nnn.atn,3375,1837,478,3346,0.2130,0.1979,0.2919,0.1416,0.1456
nnc.atn,3375,1837,725,3201,0.3855,0.3745,0.4589,0.2148,0.2535
ntc.atn,3375,1837,771,3211,0.4085,0.4026,0.4777,0.2284,0.2629
ntn.atn,3375,1837,680,3268,0.3372,0.3266,0.4300,0.2015,0.2185
lnn.atn,3375,1837,685,3267,0.3471,0.3361,0.4330,0.2030,0.2231
ltn.atn,3375,1837,727,3244,0.3733,0.3680,0.4616,0.2154,0.2400
ltc.atn,3375,1837,767,3205,0.4129,0.4102,0.4828,0.2273,0.2613
lnc.atn,3375,1837,772,3179,0.4249,0.4207,0.4859,0.2287,0.2719
bnn.atn,3375,1837,686,3251,0.3524,0.3408,0.4376,0.2033,0.2280
btc.atn,3375,1837,746,3208,0.3969,0.3936,0.4718,0.2210,0.2533
btn.atn,3375,1837,713,3233,0.3664,0.3582,0.4564,0.2113,0.2372
bnc.atn,3375,1837,770,3189,0.4167,0.4112,0.4851,0.2281,0.2707
atc.atn,3375,1837,677,3247,0.3590,0.3500,0.4360,0.2006,0.2253
atn.atn,3375,1837,666,3229,0.3586,0.3494,0.4335,0.1973,0.2286
anc.atn,3375,1837,709,3232,0.3832,0.3749,0.4548,0.2101,0.2391
ann.atn,3375,1837,684,3226,0.3678,0.3591,0.4382,0.2027,0.2355
nnn.anc,3375,1837,102,3375,0.0402,0.0345,0.0575,0.0302,0.0302
nnc.anc,3375,1837,494,3318,0.2610,0.2420,0.3149,0.1464,0.1602
ntc.anc,3375,1837,710,3252,0.3780,0.3693,0.4349,0.2104,0.2372
ntn.anc,3375,1837,478,3346,0.2130,0.1979,0.2919,0.1416,0.1456
lnn.anc,3375,1837,381,3356,0.1704,0.1520,0.2257,0.1129,0.1151
ltn.anc,3375,1837,685,3267,0.3471,0.3361,0.4330,0.2030,0.2231
ltc.anc,3375,1837,754,3192,0.4013,0.3917,0.4671,0.2234,0.2594
lnc.anc,3375,1837,590,3296,0.3111,0.2965,0.3762,0.1748,0.1891
bnn.anc,3375,1837,465,3330,0.2239,0.2049,0.2852,0.1378,0.1480
btc.anc,3375,1837,725,3218,0.3882,0.3788,0.4558,0.2148,0.2471
btn.anc,3375,1837,686,3251,0.3524,0.3408,0.4376,0.2033,0.2280
bnc.anc,3375,1837,578,3297,0.2991,0.2802,0.3684,0.1713,0.1851
atc.anc,3375,1837,663,3270,0.3513,0.3377,0.4201,0.1964,0.2169
atn.anc,3375,1837,684,3226,0.3678,0.3591,0.4382,0.2027,0.2355
anc.anc,3375,1837,510,3330,0.2622,0.2490,0.3276,0.1511,0.1590
ann.anc,3375,1837,559,3312,0.2744,0.2609,0.3482,0.1656,0.1789
nnn.ann,3375,1837,100,3375,0.0407,0.0346,0.0560,0.0296,0.0296
nnc.ann,3375,1837,494,3318,0.2611,0.2420,0.3149,0.1464,0.1602
ntc.ann,3375,1837,710,3252,0.3780,0.3693,0.4349,0.2104,0.2372
ntn.ann,3375,1837,478,3346,0.2130,0.1979,0.2919,0.1416,0.1456
lnn.ann,3375,1837,381,3356,0.1704,0.1521,0.2257,0.1129,0.1151
ltn.ann,3375,1837,685,3267,0.3471,0.3361,0.4330,0.2030,0.2231
ltc.ann,3375,1837,754,3192,0.4013,0.3917,0.4671,0.2234,0.2594
lnc.ann,3375,1837,590,3296,0.3111,0.2965,0.3762,0.1748,0.1891
bnn.ann,3375,1837,465,3330,0.2239,0.2049,0.2852,0.1378,0.1480
btc.ann,3375,1837,725,3218,0.3882,0.3788,0.4558,0.2148,0.2471
btn.ann,3375,1837,686,3251,0.3524,0.3408,0.4376,0.2033,0.2280
bnc.ann,3375,1837,578,3297,0.2991,0.2802,0.3684,0.1713,0.1851
atc.ann,3375,1837,663,3270,0.3513,0.3377,0.4201,0.1964,0.2169
atn.ann,3375,1837,684,3226,0.3678,0.3591,0.4382,0.2027,0.2355
anc.ann,3375,1837,510,3330,0.2622,0.2490,0.3276,0.1511,0.1590
ann.ann,3375,1837,560,3312,0.2749,0.2610,0.3484,0.1659,0.1792
