Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
ltn.ltc,6750,1837,959,6183,0.3972,0.3929,0.5765,0.1421,0.1884
ltc.ltc,6750,1837,1018,5971,0.4377,0.4315,0.6154,0.1508,0.2203
lnc.ltc,6750,1837,1027,6007,0.4487,0.4456,0.6246,0.1521,0.2236
bnn.ltc,6750,1837,889,6271,0.3682,0.3625,0.5403,0.1317,0.1724
btc.ltc,6750,1837,998,6007,0.4208,0.4156,0.6065,0.1479,0.2122
btn.ltc,6750,1837,936,6161,0.3924,0.3880,0.5681,0.1387,0.1867
bnc.ltc,6750,1837,1008,6025,0.4390,0.4359,0.6144,0.1493,0.2208
atc.ltc,6750,1837,911,6122,0.3853,0.3782,0.5595,0.1350,0.1887
atn.ltc,6750,1837,889,6111,0.3821,0.3716,0.5483,0.1317,0.1894
anc.ltc,6750,1837,932,6144,0.4055,0.3977,0.5700,0.1381,0.1950
ann.ltc,6750,1837,878,6200,0.3882,0.3777,0.5426,0.1301,0.1832
nnn.lnc,6750,1837,187,6750,0.0467,0.0409,0.1086,0.0277,0.0277
nnc.lnc,6750,1837,701,6494,0.2855,0.2700,0.4361,0.1039,0.1263
ntc.lnc,6750,1837,958,6250,0.4027,0.3944,0.5671,0.1419,0.1848
ntn.lnc,6750,1837,675,6584,0.2156,0.2022,0.4113,0.1000,0.1091
lnn.lnc,6750,1837,530,6652,0.1724,0.1549,0.3139,0.0785,0.0854
ltn.lnc,6750,1837,874,6324,0.3609,0.3551,0.5293,0.1295,0.1654
ltc.lnc,6750,1837,994,6072,0.4201,0.4131,0.5991,0.1473,0.2073
lnc.lnc,6750,1837,823,6352,0.3369,0.3207,0.5130,0.1219,0.1546
bnn.lnc,6750,1837,620,6597,0.2214,0.2052,0.3715,0.0919,0.1066
btc.lnc,6750,1837,962,6120,0.4013,0.3949,0.5872,0.1425,0.2003
btn.lnc,6750,1837,889,6271,0.3682,0.3625,0.5403,0.1317,0.1724
bnc.lnc,6750,1837,794,6377,0.3218,0.3051,0.4964,0.1176,0.1478
atc.lnc,6750,1837,890,6251,0.3661,0.3575,0.5483,0.1319,0.1757
atn.lnc,6750,1837,878,6200,0.3882,0.3777,0.5426,0.1301,0.1832
anc.lnc,6750,1837,699,6481,0.2798,0.2660,0.4432,0.1036,0.1228
ann.lnc,6750,1837,731,6513,0.2862,0.2718,0.4468,0.1083,0.1333
nnn.bnn,6750,1837,191,6750,0.0469,0.0412,0.1114,0.0283,0.0283
nnc.bnn,6750,1837,716,6490,0.2939,0.2785,0.4442,0.1061,0.1260
ntc.bnn,6750,1837,961,6254,0.4050,0.3968,0.5717,0.1424,0.1861
ntn.bnn,6750,1837,684,6581,0.2209,0.2079,0.4155,0.1013,0.1110
lnn.bnn,6750,1837,535,6654,0.1735,0.1571,0.3152,0.0793,0.0861
