Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
atn.lnc,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
anc.lnc,1245,324,141,1083,0.2674,0.2829,0.4480,0.1133,0.1866
ann.lnc,1245,324,206,891,0.4231,0.4359,0.6606,0.1655,0.3343
nnn.bnn,1245,324,45,1228,0.0624,0.0534,0.1033,0.0361,0.0402
nnc.bnn,1245,324,142,1038,0.3021,0.3145,0.4646,0.1141,0.2137
ntc.bnn,1245,324,212,864,0.4971,0.5186,0.6693,0.1703,0.3818
ntn.bnn,1245,324,122,1149,0.1761,0.1680,0.3604,0.0980,0.1256
lnn.bnn,1245,324,137,1122,0.2039,0.1963,0.4136,0.1100,0.1510
ltn.bnn,1245,324,220,865,0.4349,0.4445,0.7052,0.1767,0.3522
ltc.bnn,1245,324,228,785,0.5490,0.5680,0.7327,0.1831,0.4484
lnc.bnn,1245,324,172,978,0.3855,0.4025,0.5546,0.1382,0.2730
bnn.bnn,1245,324,178,1043,0.2889,0.2908,0.5295,0.1430,0.2200
btc.bnn,1245,324,224,810,0.5268,0.5448,0.7261,0.1799,0.4258
btn.bnn,1245,324,226,841,0.4775,0.4901,0.7170,0.1815,0.3859
bnc.bnn,1245,324,164,1014,0.3546,0.3732,0.5505,0.1317,0.2422
atc.bnn,1245,324,208,855,0.4773,0.4971,0.6737,0.1671,0.3827
atn.bnn,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
anc.bnn,1245,324,144,1077,0.2747,0.2908,0.4625,0.1157,0.1909
ann.bnn,1245,324,206,894,0.4182,0.4308,0.6581,0.1655,0.3293
nnn.btc,1245,324,122,1149,0.1761,0.1680,0.3604,0.0980,0.1256
nnc.btc,1245,324,223,817,0.5346,0.5576,0.7150,0.1791,0.4278
ntc.btc,1245,324,232,767,0.5624,0.5839,0.7439,0.1863,0.4590
ntn.btc,1245,324,215,878,0.4321,0.4446,0.6968,0.1727,0.3416
lnn.btc,1245,324,220,865,0.4349,0.4445,0.7052,0.1767,0.3522
ltn.btc,1245,324,230,792,0.5133,0.5274,0.7399,0.1847,0.4192
ltc.btc,1245,324,232,761,0.5774,0.5958,0.7390,0.1863,0.4817
lnc.btc,1245,324,228,770,0.5776,0.5977,0.7305,0.1831,0.4742
bnn.btc,1245,324,226,841,0.4775,0.4901,0.7170,0.1815,0.3859
btc.btc,1245,324,230,773,0.5600,0.5799,0.7359,0.1847,0.4628
btn.btc,1245,324,236,798,0.5187,0.5306,0.7533,0.1896,0.4393
bnc.btc,1245,324,229,777,0.5534,0.5720,0.7351,0.1839,0.4606
atc.btc,1245,324,216,826,0.5077,0.5261,0.7043,0.1735,0.4125
atn.btc,1245,324,233,803,0.5160,0.5341,0.7430,0.1871,0.4281
anc.btc,1245,324,216,826,0.5169,0.5374,0.7065,0.1735,0.4192
ann.btc,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
nnn.btn,1245,324,122,1149,0.1761,0.1680,0.3604,0.0980,0.1256
nnc.btn,1245,324,223,817,0.5346,0.5576,0.7150,0.1791,0.4278
ntc.btn,1245,324,232,767,0.5624,0.5839,0.7439,0.1863,0.4590
ntn.btn,1245,324,215,878,0.4321,0.4446,0.6968,0.1727,0.3416
lnn.btn,1245,324,220,865,0.4349,0.4445,0.7052,0.1767,0.3522
ltn.btn,1245,324,230,792,0.5133,0.5274,0.7399,0.1847,0.4192
ltc.btn,1245,324,232,761,0.5774,0.5958,0.7390,0.1863,0.4817
lnc.btn,1245,324,228,770,0.5776,0.5977,0.7305,0.1831,0.4742
bnn.btn,1245,324,226,841,0.4775,0.4901,0.7170,0.1815,0.3859
btc.btn,1245,324,230,773,0.5600,0.5799,0.7359,0.1847,0.4628
btn.btn,1245,324,236,798,0.5187,0.5306,0.7533,0.1896,0.4393
bnc.btn,1245,324,229,777,0.5534,0.5720,0.7351,0.1839,0.4606
atc.btn,1245,324,216,826,0.5077,0.5261,0.7043,0.1735,0.4125
atn.btn,1245,324,233,803,0.5160,0.5341,0.7430,0.1871,0.4281
anc.btn,1245,324,216,826,0.5169,0.5374,0.7065,0.1735,0.4192
ann.btn,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
nnn.bnc,1245,324,46,1228,0.0625,0.0536,0.1041,0.0369,0.0410
nnc.bnc,1245,324,142,1038,0.3021,0.3145,0.4646,0.1141,0.2137
ntc.bnc,1245,324,212,864,0.4971,0.5186,0.6693,0.1703,0.3818
ntn.bnc,1245,324,122,1149,0.1761,0.1680,0.3604,0.0980,0.1256
lnn.bnc,1245,324,137,1122,0.2039,0.1963,0.4136,0.1100,0.1510
ltn.bnc,1245,324,220,865,0.4349,0.4445,0.7052,0.1767,0.3522
ltc.bnc,1245,324,228,785,0.5490,0.5680,0.7327,0.1831,0.4484
lnc.bnc,1245,324,172,978,0.3855,0.4025,0.5546,0.1382,0.2730
bnn.bnc,1245,324,178,1043,0.2889,0.2908,0.5295,0.1430,0.2200
btc.bnc,1245,324,224,810,0.5268,0.5448,0.7261,0.1799,0.4258
btn.bnc,1245,324,226,841,0.4775,0.4901,0.7170,0.1815,0.3859
bnc.bnc,1245,324,164,1014,0.3546,0.3732,0.5505,0.1317,0.2422
atc.bnc,1245,324,208,855,0.4773,0.4971,0.6737,0.1671,0.3827
atn.bnc,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
anc.bnc,1245,324,144,1077,0.2747,0.2908,0.4625,0.1157,0.1909
ann.bnc,1245,324,205,894,0.4181,0.4308,0.6566,0.1647,0.3285
nnn.atc,1245,324,127,1144,0.1782,0.1693,0.3929,0.1020,0.1313
nnc.atc,1245,324,225,816,0.5349,0.5578,0.7284,0.1807,0.4298
ntc.atc,1245,324,232,765,0.5629,0.5836,0.7439,0.1863,0.4612
ntn.atc,1245,324,215,877,0.4263,0.4388,0.6968,0.1727,0.3360
lnn.atc,1245,324,220,865,0.4330,0.4424,0.7052,0.1767,0.3514
ltn.atc,1245,324,230,792,0.5133,0.5273,0.7399,0.1847,0.4192
ltc.atc,1245,324,231,759,0.5790,0.5973,0.7366,0.1855,0.4830
lnc.atc,1245,324,228,769,0.5777,0.5971,0.7305,0.1831,0.4756
bnn.atc,1245,324,226,843,0.4764,0.4891,0.7170,0.1815,0.3845
btc.atc,1245,324,230,772,0.5603,0.5797,0.7359,0.1847,0.4638
btn.atc,1245,324,236,797,0.5181,0.5301,0.7533,0.1896,0.4394
bnc.atc,1245,324,228,777,0.5532,0.5714,0.7338,0.1831,0.4591
atc.atc,1245,324,216,823,0.5110,0.5292,0.7043,0.1735,0.4188
atn.atc,1245,324,234,803,0.5161,0.5341,0.7470,0.1880,0.4289
anc.atc,1245,324,215,826,0.5179,0.5383,0.7034,0.1727,0.4190
ann.atc,1245,324,235,817,0.5051,0.5213,0.7292,0.1888,0.4245
nnn.atn,1245,324,127,1144,0.1782,0.1693,0.3929,0.1020,0.1313
nnc.atn,1245,324,225,816,0.5349,0.5578,0.7284,0.1807,0.4298
ntc.atn,1245,324,232,765,0.5629,0.5836,0.7439,0.1863,0.4612
ntn.atn,1245,324,215,877,0.4263,0.4388,0.6968,0.1727,0.3360
lnn.atn,1245,324,220,865,0.4330,0.4424,0.7052,0.1767,0.3514
ltn.atn,1245,324,230,792,0.5133,0.5273,0.7399,0.1847,0.4192
ltc.atn,1245,324,231,759,0.5790,0.5973,0.7366,0.1855,0.4830
lnc.atn,1245,324,228,769,0.5777,0.5971,0.7305,0.1831,0.4756
bnn.atn,1245,324,226,843,0.4764,0.4891,0.7170,0.1815,0.3845
btc.atn,1245,324,230,772,0.5603,0.5797,0.7359,0.1847,0.4638
btn.atn,1245,324,236,797,0.5181,0.5301,0.7533,0.1896,0.4394
bnc.atn,1245,324,228,777,0.5532,0.5714,0.7338,0.1831,0.4591
atc.atn,1245,324,216,823,0.5110,0.5292,0.7043,0.1735,0.4188
atn.atn,1245,324,234,803,0.5161,0.5341,0.7470,0.1880,0.4289
anc.atn,1245,324,215,826,0.5179,0.5383,0.7034,0.1727,0.4190
ann.atn,1245,324,235,817,0.5051,0.5213,0.7292,0.1888,0.4245
nnn.anc,1245,324,46,1228,0.0643,0.0558,0.1041,0.0369,0.0410
nnc.anc,1245,324,142,1029,0.3167,0.3316,0.4638,0.1141,0.2224
ntc.anc,1245,324,216,866,0.5010,0.5226,0.6761,0.1735,0.3829
ntn.anc,1245,324,127,1144,0.1782,0.1693,0.3929,0.1020,0.1313
lnn.anc,1245,324,137,1120,0.2059,0.1987,0.4136,0.1100,0.1511
ltn.anc,1245,324,220,865,0.4330,0.4424,0.7052,0.1767,0.3514
ltc.anc,1245,324,229,784,0.5493,0.5686,0.7334,0.1839,0.4499
lnc.anc,1245,324,175,975,0.3879,0.4050,0.5587,0.1406,0.2769
bnn.anc,1245,324,179,1045,0.2889,0.2905,0.5319,0.1438,0.2211
btc.anc,1245,324,223,805,0.5268,0.5449,0.7231,0.1791,0.4258
btn.anc,1245,324,226,843,0.4764,0.4891,0.7170,0.1815,0.3845
bnc.anc,1245,324,165,1007,0.3616,0.3793,0.5436,0.1325,0.2501
atc.anc,1245,324,209,853,0.4798,0.4999,0.6767,0.1679,0.3856
atn.anc,1245,324,235,817,0.5051,0.5213,0.7292,0.1888,0.4245
anc.anc,1245,324,147,1069,0.2809,0.2977,0.4819,0.1181,0.1964
ann.anc,1245,324,205,895,0.4125,0.4253,0.6546,0.1647,0.3225
nnn.ann,1245,324,46,1228,0.0643,0.0557,0.1041,0.0369,0.0410
nnc.ann,1245,324,142,1029,0.3167,0.3316,0.4638,0.1141,0.2224
ntc.ann,1245,324,216,866,0.5010,0.5226,0.6761,0.1735,0.3829
ntn.ann,1245,324,127,1144,0.1782,0.1693,0.3929,0.1020,0.1313
lnn.ann,1245,324,137,1120,0.2059,0.1987,0.4136,0.1100,0.1511
ltn.ann,1245,324,220,865,0.4330,0.4424,0.7052,0.1767,0.3514
ltc.ann,1245,324,229,784,0.5493,0.5686,0.7334,0.1839,0.4499
lnc.ann,1245,324,175,975,0.3879,0.4050,0.5587,0.1406,0.2769
bnn.ann,1245,324,179,1045,0.2889,0.2905,0.5319,0.1438,0.2211
btc.ann,1245,324,223,805,0.5268,0.5449,0.7231,0.1791,0.4258
btn.ann,1245,324,226,843,0.4764,0.4891,0.7170,0.1815,0.3845
bnc.ann,1245,324,165,1007,0.3616,0.3793,0.5436,0.1325,0.2501
atc.ann,1245,324,209,853,0.4798,0.4999,0.6767,0.1679,0.3856
atn.ann,1245,324,235,817,0.5051,0.5213,0.7292,0.1888,0.4245
anc.ann,1245,324,147,1069,0.2809,0.2977,0.4819,0.1181,0.1964
ann.ann,1245,324,205,895,0.4125,0.4253,0.6546,0.1647,0.3225
