Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
btn.ltn,780,796,193,723,0.3735,0.3548,0.3754,0.2474,0.3060
btn.ltc,780,796,193,723,0.3735,0.3548,0.3754,0.2474,0.3060
btn.ann,780,796,184,725,0.3580,0.3366,0.3689,0.2359,0.2917
btn.anc,780,796,184,725,0.3580,0.3366,0.3689,0.2359,0.2917
btn.atn,780,796,191,723,0.3674,0.3480,0.3751,0.2449,0.3034
btn.atc,780,796,191,723,0.3674,0.3480,0.3751,0.2449,0.3034
btn.bnn,780,796,189,722,0.3654,0.3426,0.3759,0.2423,0.3013
btn.bnc,780,796,189,722,0.3654,0.3426,0.3759,0.2423,0.3013
btn.btn,780,796,193,723,0.3722,0.3529,0.3771,0.2474,0.3060
btn.btc,780,796,193,723,0.3722,0.3529,0.3771,0.2474,0.3060
btc.nnn,780,796,177,738,0.2779,0.2595,0.3149,0.2269,0.2705
btc.nnc,780,796,177,738,0.2779,0.2595,0.3149,0.2269,0.2705
btc.ntn,780,796,189,731,0.3246,0.3100,0.3631,0.2423,0.2994
btc.ntc,780,796,189,731,0.3246,0.3100,0.3631,0.2423,0.2994
btc.lnn,780,796,178,738,0.2850,0.2681,0.3183,0.2282,0.2718
btc.lnc,780,796,178,738,0.2850,0.2681,0.3183,0.2282,0.2718
btc.ltn,780,796,186,731,0.3258,0.3168,0.3449,0.2385,0.2955
btc.ltc,780,796,186,731,0.3258,0.3168,0.3449,0.2385,0.2955
btc.ann,780,796,185,738,0.2891,0.2757,0.3333,0.2372,0.2808
btc.anc,780,796,185,738,0.2891,0.2757,0.3333,0.2372,0.2808
btc.atn,780,796,185,731,0.3250,0.3154,0.3412,0.2372,0.2942
btc.atc,780,796,185,731,0.3250,0.3154,0.3412,0.2372,0.2942
btc.bnn,780,796,182,738,0.2856,0.2708,0.3201,0.2333,0.2769
btc.bnc,780,796,182,738,0.2856,0.2708,0.3201,0.2333,0.2769
btc.btn,780,796,184,731,0.3265,0.3172,0.3437,0.2359,0.2929
btc.btc,780,796,184,731,0.3265,0.3172,0.3437,0.2359,0.2929
