Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
nnn.btc,1395,2084,197,1381,0.1231,0.1035,0.1168,0.1412,0.1513
nnc.btc,1395,2084,241,1381,0.1663,0.1485,0.1642,0.1728,0.1828
ntc.btc,1395,2084,259,1381,0.1818,0.1579,0.1728,0.1857,0.1957
ntn.btc,1395,2084,284,1381,0.1844,0.1618,0.1851,0.2036,0.2136
lnn.btc,1395,2084,301,1381,0.1954,0.1657,0.1808,0.2158,0.2258
ltn.btc,1395,2084,323,1381,0.2141,0.1957,0.2049,0.2315,0.2416
ltc.btc,1395,2084,265,1381,0.1795,0.1593,0.1691,0.1900,0.2000
lnc.btc,1395,2084,269,1381,0.1825,0.1629,0.1726,0.1928,0.2029
bnn.btc,1395,2084,337,1381,0.2200,0.1920,0.2041,0.2416,0.2516
btc.btc,1395,2084,264,1381,0.1735,0.1542,0.1657,0.1892,0.1993
btn.btc,1395,2084,346,1381,0.2268,0.2100,0.2134,0.2480,0.2581
bnc.btc,1395,2084,277,1381,0.1822,0.1612,0.1727,0.1986,0.2086
atc.btc,1395,2084,257,1381,0.1636,0.1452,0.1536,0.1842,0.1943
atn.btc,1395,2084,327,1381,0.2259,0.2088,0.1993,0.2344,0.2444
anc.btc,1395,2084,270,1381,0.1730,0.1532,0.1629,0.1935,0.2036
ann.btc,1395,2084,333,1381,0.2269,0.2025,0.2013,0.2387,0.2487
nnn.btn,1395,2084,197,1381,0.1231,0.1035,0.1168,0.1412,0.1513
nnc.btn,1395,2084,241,1381,0.1663,0.1485,0.1642,0.1728,0.1828
ntc.btn,1395,2084,259,1381,0.1818,0.1579,0.1728,0.1857,0.1957
ntn.btn,1395,2084,284,1381,0.1844,0.1618,0.1851,0.2036,0.2136
lnn.btn,1395,2084,301,1381,0.1954,0.1657,0.1808,0.2158,0.2258
ltn.btn,1395,2084,323,1381,0.2141,0.1957,0.2049,0.2315,0.2416
ltc.btn,1395,2084,265,1381,0.1795,0.1593,0.1691,0.1900,0.2000
lnc.btn,1395,2084,269,1381,0.1825,0.1629,0.1726,0.1928,0.2029
bnn.btn,1395,2084,337,1381,0.2200,0.1920,0.2041,0.2416,0.2516
btc.btn,1395,2084,264,1381,0.1735,0.1542,0.1657,0.1892,0.1993
btn.btn,1395,2084,346,1381,0.2268,0.2100,0.2134,0.2480,0.2581
bnc.btn,1395,2084,277,1381,0.1822,0.1612,0.1727,0.1986,0.2086
atc.btn,1395,2084,257,1381,0.1636,0.1452,0.1536,0.1842,0.1943
atn.btn,1395,2084,327,1381,0.2259,0.2088,0.1993,0.2344,0.2444
anc.btn,1395,2084,270,1381,0.1730,0.1532,0.1629,0.1935,0.2036
ann.btn,1395,2084,333,1381,0.2269,0.2025,0.2013,0.2387,0.2487
nnn.bnc,1395,2084,46,1395,0.0290,0.0225,0.0164,0.0330,0.0330
nnc.bnc,1395,2084,163,1381,0.0915,0.0665,0.0928,0.1168,0.1269
ntc.bnc,1395,2084,248,1381,0.1653,0.1446,0.1539,0.1778,0.1878
ntn.bnc,1395,2084,197,1381,0.1231,0.1035,0.1168,0.1412,0.1513
lnn.bnc,1395,2084,156,1382,0.0851,0.0613,0.0741,0.1118,0.1165
ltn.bnc,1395,2084,301,1381,0.1954,0.1657,0.1808,0.2158,0.2258
ltc.bnc,1395,2084,251,1381,0.1601,0.1424,0.1594,0.1799,0.1900
lnc.bnc,1395,2084,162,1381,0.0968,0.0788,0.0967,0.1161,0.1262
bnn.bnc,1395,2084,217,1381,0.1305,0.1006,0.1176,0.1556,0.1656
btc.bnc,1395,2084,250,1381,0.1532,0.1357,0.1542,0.1792,0.1892
btn.bnc,1395,2084,337,1381,0.2200,0.1920,0.2041,0.2416,0.2516
bnc.bnc,1395,2084,160,1381,0.0943,0.0783,0.0939,0.1147,0.1247
atc.bnc,1395,2084,234,1381,0.1445,0.1283,0.1413,0.1677,0.1778
atn.bnc,1395,2084,333,1381,0.2269,0.2025,0.2013,0.2387,0.2487
anc.bnc,1395,2084,141,1381,0.0905,0.0763,0.0853,0.1011,0.1111
ann.bnc,1395,2084,258,1381,0.1594,0.1280,0.1409,0.1849,0.1950
nnn.atc,1395,2084,200,1381,0.1255,0.1057,0.1192,0.1434,0.1534
nnc.atc,1395,2084,241,1381,0.1664,0.1483,0.1631,0.1728,0.1828
ntc.atc,1395,2084,259,1381,0.1815,0.1576,0.1728,0.1857,0.1957
ntn.atc,1395,2084,283,1381,0.1848,0.1628,0.1846,0.2029,0.2129
lnn.atc,1395,2084,302,1381,0.1966,0.1670,0.1815,0.2165,0.2265
ltn.atc,1395,2084,323,1381,0.2140,0.1958,0.2049,0.2315,0.2416
ltc.atc,1395,2084,265,1381,0.1795,0.1592,0.1691,0.1900,0.2000
lnc.atc,1395,2084,271,1381,0.1829,0.1633,0.1748,0.1943,0.2043
bnn.atc,1395,2084,338,1381,0.2203,0.1927,0.2045,0.2423,0.2523
btc.atc,1395,2084,263,1381,0.1736,0.1539,0.1653,0.1885,0.1986
btn.atc,1395,2084,344,1381,0.2272,0.2115,0.2124,0.2466,0.2566
bnc.atc,1395,2084,280,1381,0.1822,0.1610,0.1739,0.2007,0.2108
atc.atc,1395,2084,257,1381,0.1637,0.1453,0.1536,0.1842,0.1943
atn.atc,1395,2084,327,1381,0.2267,0.2089,0.1993,0.2344,0.2444
anc.atc,1395,2084,272,1381,0.1735,0.1531,0.1649,0.1950,0.2050
ann.atc,1395,2084,335,1381,0.2259,0.2027,0.2026,0.2401,0.2502
nnn.atn,1395,2084,200,1381,0.1255,0.1057,0.1192,0.1434,0.1534
nnc.atn,1395,2084,241,1381,0.1664,0.1483,0.1631,0.1728,0.1828
ntc.atn,1395,2084,259,1381,0.1815,0.1576,0.1728,0.1857,0.1957
ntn.atn,1395,2084,283,1381,0.1848,0.1628,0.1846,0.2029,0.2129
lnn.atn,1395,2084,302,1381,0.1966,0.1670,0.1815,0.2165,0.2265
ltn.atn,1395,2084,323,1381,0.2140,0.1958,0.2049,0.2315,0.2416
ltc.atn,1395,2084,265,1381,0.1795,0.1592,0.1691,0.1900,0.2000
lnc.atn,1395,2084,271,1381,0.1829,0.1633,0.1748,0.1943,0.2043
bnn.atn,1395,2084,338,1381,0.2203,0.1927,0.2045,0.2423,0.2523
btc.atn,1395,2084,263,1381,0.1736,0.1539,0.1653,0.1885,0.1986
btn.atn,1395,2084,344,1381,0.2272,0.2115,0.2124,0.2466,0.2566
bnc.atn,1395,2084,280,1381,0.1822,0.1610,0.1739,0.2007,0.2108
atc.atn,1395,2084,257,1381,0.1637,0.1453,0.1536,0.1842,0.1943
atn.atn,1395,2084,327,1381,0.2267,0.2089,0.1993,0.2344,0.2444
anc.atn,1395,2084,272,1381,0.1735,0.1531,0.1649,0.1950,0.2050
ann.atn,1395,2084,335,1381,0.2259,0.2027,0.2026,0.2401,0.2502
nnn.anc,1395,2084,48,1395,0.0294,0.0228,0.0171,0.0344,0.0344
nnc.anc,1395,2084,170,1381,0.0929,0.0678,0.0976,0.1219,0.1319
ntc.anc,1395,2084,251,1381,0.1675,0.1455,0.1570,0.1799,0.1900
ntn.anc,1395,2084,200,1381,0.1255,0.1057,0.1192,0.1434,0.1534
lnn.anc,1395,2084,162,1382,0.0868,0.0630,0.0783,0.1161,0.1208
ltn.anc,1395,2084,302,1381,0.1966,0.1670,0.1815,0.2165,0.2265
ltc.anc,1395,2084,252,1381,0.1614,0.1435,0.1619,0.1806,0.1907
lnc.anc,1395,2084,173,1381,0.1002,0.0820,0.1038,0.1240,0.1341
bnn.anc,1395,2084,219,1381,0.1328,0.1020,0.1196,0.1570,0.1670
btc.anc,1395,2084,252,1381,0.1546,0.1366,0.1552,0.1806,0.1907
btn.anc,1395,2084,338,1381,0.2203,0.1927,0.2045,0.2423,0.2523
bnc.anc,1395,2084,166,1381,0.0978,0.0812,0.0975,0.1190,0.1290
atc.anc,1395,2084,238,1381,0.1459,0.1290,0.1445,0.1706,0.1806
atn.anc,1395,2084,335,1381,0.2259,0.2027,0.2026,0.2401,0.2502
anc.anc,1395,2084,143,1381,0.0926,0.0788,0.0876,0.1025,0.1125
ann.anc,1395,2084,261,1381,0.1603,0.1292,0.1427,0.1871,0.1971
nnn.ann,1395,2084,48,1395,0.0307,0.0245,0.0173,0.0344,0.0344
nnc.ann,1395,2084,169,1381,0.0928,0.0678,0.0974,0.1211,0.1312
ntc.ann,1395,2084,251,1381,0.1675,0.1455,0.1570,0.1799,0.1900
ntn.ann,1395,2084,200,1381,0.1255,0.1057,0.1192,0.1434,0.1534
lnn.ann,1395,2084,161,1382,0.0867,0.0631,0.0782,0.1154,0.1201
ltn.ann,1395,2084,302,1381,0.1966,0.1670,0.1815,0.2165,0.2265
ltc.ann,1395,2084,252,1381,0.1614,0.1435,0.1619,0.1806,0.1907
lnc.ann,1395,2084,173,1381,0.1002,0.0820,0.1038,0.1240,0.1341
bnn.ann,1395,2084,219,1381,0.1321,0.1023,0.1196,0.1570,0.1670
btc.ann,1395,2084,252,1381,0.1546,0.1366,0.1552,0.1806,0.1907
btn.ann,1395,2084,338,1381,0.2203,0.1927,0.2045,0.2423,0.2523
bnc.ann,1395,2084,166,1381,0.0978,0.0812,0.0975,0.1190,0.1290
atc.ann,1395,2084,238,1381,0.1459,0.1290,0.1445,0.1706,0.1806
atn.ann,1395,2084,335,1381,0.2259,0.2027,0.2026,0.2401,0.2502
anc.ann,1395,2084,143,1381,0.0926,0.0788,0.0876,0.1025,0.1125
ann.ann,1395,2084,260,1381,0.1603,0.1289,0.1426,0.1864,0.1964
