Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
ann.bnn,3375,1837,554,3293,0.2859,0.2714,0.3504,0.1641,0.1847
nnn.btc,3375,1837,496,3346,0.2209,0.2079,0.3168,0.1470,0.1525
nnc.btc,3375,1837,759,3199,0.4094,0.4017,0.4798,0.2249,0.2651
ntc.btc,3375,1837,823,3192,0.4346,0.4317,0.5109,0.2439,0.2865
ntn.btc,3375,1837,685,3263,0.3509,0.3463,0.4365,0.2030,0.2248
lnn.btc,3375,1837,695,3259,0.3604,0.3541,0.4384,0.2059,0.2301
ltn.btc,3375,1837,746,3234,0.3972,0.3926,0.4729,0.2210,0.2506
ltc.btc,3375,1837,814,3160,0.4386,0.4326,0.5142,0.2412,0.2876
lnc.btc,3375,1837,819,3156,0.4506,0.4482,0.5139,0.2427,0.2945
bnn.btc,3375,1837,689,3250,0.3678,0.3619,0.4363,0.2041,0.2307
btc.btc,3375,1837,789,3176,0.4211,0.4163,0.5012,0.2338,0.2757
btn.btc,3375,1837,729,3226,0.3927,0.3882,0.4638,0.2160,0.2460
bnc.btc,3375,1837,798,3160,0.4400,0.4380,0.5039,0.2364,0.2878
atc.btc,3375,1837,713,3205,0.3855,0.3781,0.4625,0.2113,0.2470
atn.btc,3375,1837,703,3201,0.3820,0.3713,0.4572,0.2083,0.2475
anc.btc,3375,1837,733,3188,0.4056,0.3983,0.4723,0.2172,0.2597
ann.btc,3375,1837,696,3215,0.3877,0.3773,0.4431,0.2062,0.2443
nnn.btn,3375,1837,496,3346,0.2209,0.2079,0.3168,0.1470,0.1525
nnc.btn,3375,1837,759,3199,0.4094,0.4017,0.4798,0.2249,0.2651
ntc.btn,3375,1837,823,3192,0.4346,0.4317,0.5109,0.2439,0.2865
ntn.btn,3375,1837,685,3263,0.3509,0.3463,0.4365,0.2030,0.2248
lnn.btn,3375,1837,695,3259,0.3604,0.3541,0.4384,0.2059,0.2301
ltn.btn,3375,1837,746,3234,0.3972,0.3926,0.4729,0.2210,0.2506
ltc.btn,3375,1837,814,3160,0.4386,0.4326,0.5142,0.2412,0.2876
lnc.btn,3375,1837,819,3156,0.4506,0.4482,0.5139,0.2427,0.2945
bnn.btn,3375,1837,689,3250,0.3678,0.3619,0.4363,0.2041,0.2307
btc.btn,3375,1837,789,3176,0.4211,0.4163,0.5012,0.2338,0.2757
btn.btn,3375,1837,729,3226,0.3927,0.3882,0.4638,0.2160,0.2460
bnc.btn,3375,1837,798,3160,0.4400,0.4380,0.5039,0.2364,0.2878
atc.btn,3375,1837,713,3205,0.3855,0.3781,0.4625,0.2113,0.2470
atn.btn,3375,1837,703,3201,0.3820,0.3713,0.4572,0.2083,0.2475
anc.btn,3375,1837,733,3188,0.4056,0.3983,0.4723,0.2172,0.2597
ann.btn,3375,1837,696,3215,0.3877,0.3773,0.4431,0.2062,0.2443
nnn.bnc,3375,1837,115,3375,0.0469,0.0411,0.0697,0.0341,0.0341
nnc.bnc,3375,1837,547,3304,0.2939,0.2785,0.3547,0.1621,0.1766
